0.000 	1.100 	-3.510 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-1.900 	-3.510 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-0.400 	-5.010 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-0.400 	-2.010 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	
0.065 	1.100 	-3.510 	0.000 	0.000 	-0.020 	0.000 	-0.317 	0.000 	-1.900 	-3.510 	0.000 	0.000 	0.312 	0.000 	4.833 	0.000 	-0.400 	-5.010 	0.000 	0.000 	-0.167 	0.000 	-2.578 	0.000 	-0.400 	-2.010 	0.000 	0.000 	-0.167 	0.000 	-2.577 	0.000 	
0.129 	1.100 	-3.510 	-0.001 	0.000 	-0.030 	0.000 	-0.144 	0.000 	-1.899 	-3.510 	0.020 	0.000 	0.577 	0.000 	4.089 	0.000 	-0.400 	-5.010 	-0.011 	0.000 	-0.308 	0.000 	-2.181 	0.000 	-0.400 	-2.010 	-0.011 	0.000 	-0.308 	0.000 	-2.181 	0.000 	
0.194 	1.100 	-3.510 	-0.003 	0.000 	-0.034 	0.000 	-0.057 	0.000 	-1.897 	-3.510 	0.058 	0.000 	0.796 	0.000 	3.385 	0.000 	-0.402 	-5.010 	-0.031 	0.000 	-0.424 	0.000 	-1.805 	0.000 	-0.402 	-2.010 	-0.031 	0.000 	-0.424 	0.000 	-1.805 	0.000 	
0.259 	1.100 	-3.510 	-0.005 	0.000 	-0.034 	0.000 	-0.001 	0.000 	-1.891 	-3.510 	0.109 	0.000 	0.972 	0.000 	2.720 	0.000 	-0.405 	-5.010 	-0.058 	0.000 	-0.518 	0.000 	-1.450 	0.000 	-0.405 	-2.010 	-0.058 	0.000 	-0.518 	0.000 	-1.450 	0.000 	
0.323 	1.099 	-3.510 	-0.008 	0.000 	-0.031 	0.000 	0.038 	-0.000 	-1.882 	-3.510 	0.172 	0.000 	1.107 	0.000 	2.094 	0.000 	-0.409 	-5.010 	-0.092 	0.000 	-0.590 	0.000 	-1.117 	0.000 	-0.409 	-2.010 	-0.092 	0.000 	-0.590 	0.000 	-1.117 	0.000 	
0.388 	1.099 	-3.510 	-0.010 	0.000 	-0.027 	0.000 	0.065 	-0.000 	-1.869 	-3.510 	0.243 	0.000 	1.204 	0.000 	1.507 	-0.000 	-0.417 	-5.010 	-0.130 	0.000 	-0.642 	0.000 	-0.804 	-0.000 	-0.417 	-2.010 	-0.130 	0.000 	-0.642 	0.000 	-0.804 	-0.000 	
0.453 	1.098 	-3.510 	-0.011 	0.000 	-0.022 	0.000 	0.083 	-0.000 	-1.851 	-3.510 	0.321 	0.000 	1.266 	0.000 	0.959 	-0.000 	-0.426 	-5.010 	-0.171 	0.000 	-0.675 	0.000 	-0.511 	-0.000 	-0.426 	-2.010 	-0.171 	0.000 	-0.675 	0.000 	-0.511 	-0.000 	
0.517 	1.097 	-3.510 	-0.013 	0.000 	-0.015 	0.000 	0.094 	-0.000 	-1.827 	-3.510 	0.403 	0.000 	1.296 	0.000 	0.450 	-0.000 	-0.439 	-5.010 	-0.215 	0.000 	-0.691 	0.000 	-0.240 	-0.000 	-0.439 	-2.010 	-0.215 	0.000 	-0.691 	0.000 	-0.240 	-0.000 	
0.582 	1.096 	-3.510 	-0.014 	0.000 	-0.009 	0.000 	0.101 	-0.000 	-1.798 	-3.510 	0.487 	0.000 	1.294 	0.000 	-0.020 	-0.000 	-0.454 	-5.010 	-0.260 	0.000 	-0.690 	0.000 	0.010 	-0.000 	-0.454 	-2.010 	-0.260 	0.000 	-0.690 	0.000 	0.010 	-0.000 	
0.647 	1.095 	-3.510 	-0.014 	0.000 	-0.002 	0.000 	0.102 	-0.000 	-1.764 	-3.510 	0.571 	0.000 	1.265 	0.000 	-0.450 	-0.000 	-0.472 	-5.010 	-0.304 	0.000 	-0.675 	0.000 	0.240 	-0.000 	-0.472 	-2.010 	-0.304 	0.000 	-0.675 	0.000 	0.240 	-0.000 	
0.711 	1.094 	-3.510 	-0.014 	0.000 	0.004 	0.000 	0.101 	-0.000 	-1.725 	-3.510 	0.652 	0.000 	1.211 	0.000 	-0.841 	-0.000 	-0.493 	-5.010 	-0.348 	0.000 	-0.646 	0.000 	0.449 	-0.000 	-0.493 	-2.010 	-0.348 	0.000 	-0.646 	0.000 	0.449 	-0.000 	
0.776 	1.093 	-3.510 	-0.014 	0.000 	0.010 	-0.000 	0.096 	-0.000 	-1.680 	-3.510 	0.731 	0.000 	1.134 	-0.000 	-1.194 	-0.000 	-0.517 	-5.010 	-0.390 	0.000 	-0.605 	-0.000 	0.637 	-0.000 	-0.517 	-2.010 	-0.390 	0.000 	-0.605 	-0.000 	0.637 	-0.000 	
0.841 	1.093 	-3.510 	-0.014 	0.000 	0.016 	-0.000 	0.089 	-0.000 	-1.630 	-3.510 	0.804 	0.000 	1.036 	-0.000 	-1.507 	-0.000 	-0.544 	-5.010 	-0.429 	0.000 	-0.553 	-0.000 	0.804 	-0.000 	-0.544 	-2.010 	-0.429 	0.000 	-0.553 	-0.000 	0.803 	-0.000 	
0.905 	1.092 	-3.510 	-0.012 	0.000 	0.021 	-0.000 	0.080 	-0.000 	-1.576 	-3.510 	0.871 	0.000 	0.921 	-0.000 	-1.781 	-0.000 	-0.573 	-5.010 	-0.465 	0.000 	-0.491 	-0.000 	0.950 	-0.000 	-0.573 	-2.010 	-0.465 	0.000 	-0.491 	-0.000 	0.950 	-0.000 	
0.970 	1.091 	-3.510 	-0.011 	0.000 	0.026 	-0.000 	0.070 	-0.000 	-1.518 	-3.510 	0.931 	0.000 	0.791 	-0.000 	-2.015 	-0.000 	-0.604 	-5.010 	-0.496 	0.000 	-0.422 	-0.000 	1.075 	-0.000 	-0.604 	-2.010 	-0.496 	0.000 	-0.422 	-0.000 	1.075 	-0.000 	
1.035 	1.090 	-3.510 	-0.009 	0.000 	0.030 	-0.000 	0.058 	-0.000 	-1.456 	-3.510 	0.982 	0.000 	0.648 	-0.000 	-2.211 	-0.000 	-0.637 	-5.010 	-0.524 	0.000 	-0.345 	-0.000 	1.179 	-0.000 	-0.637 	-2.010 	-0.524 	0.000 	-0.345 	-0.000 	1.179 	-0.000 	
1.099 	1.090 	-3.510 	-0.007 	0.000 	0.033 	-0.000 	0.045 	-0.000 	-1.391 	-3.510 	1.024 	0.000 	0.495 	-0.000 	-2.367 	-0.000 	-0.671 	-5.010 	-0.546 	0.000 	-0.264 	-0.000 	1.263 	-0.000 	-0.671 	-2.010 	-0.546 	0.000 	-0.264 	-0.000 	1.263 	-0.000 	
1.164 	1.089 	-3.510 	-0.005 	0.000 	0.035 	-0.000 	0.032 	-0.000 	-1.324 	-3.510 	1.056 	0.000 	0.334 	-0.000 	-2.485 	-0.000 	-0.707 	-5.010 	-0.563 	0.000 	-0.178 	-0.000 	1.325 	-0.000 	-0.707 	-2.010 	-0.563 	0.000 	-0.178 	-0.000 	1.325 	-0.000 	
1.229 	1.089 	-3.510 	-0.003 	0.000 	0.036 	-0.000 	0.018 	-0.000 	-1.255 	-3.510 	1.077 	0.000 	0.168 	-0.000 	-2.563 	-0.000 	-0.744 	-5.010 	-0.574 	0.000 	-0.090 	-0.000 	1.367 	-0.000 	-0.744 	-2.010 	-0.574 	0.000 	-0.090 	-0.000 	1.367 	-0.000 	
1.293 	1.089 	-3.510 	-0.001 	0.000 	0.036 	-0.000 	0.004 	-0.000 	-1.185 	-3.510 	1.088 	0.000 	0.000 	-0.000 	-2.602 	-0.000 	-0.781 	-5.010 	-0.580 	0.000 	0.000 	-0.000 	1.388 	-0.000 	-0.781 	-2.010 	-0.580 	0.000 	-0.000 	-0.000 	1.388 	-0.000 	
1.358 	1.089 	-3.510 	0.002 	-0.000 	0.035 	-0.000 	-0.010 	0.000 	-1.115 	-3.510 	1.088 	-0.000 	-0.168 	-0.000 	-2.602 	-0.000 	-0.819 	-5.010 	-0.580 	-0.000 	0.090 	-0.000 	1.388 	-0.000 	-0.819 	-2.010 	-0.580 	-0.000 	0.090 	-0.000 	1.388 	-0.000 	
1.423 	1.089 	-3.510 	0.004 	-0.000 	0.034 	-0.000 	-0.024 	0.000 	-1.045 	-3.510 	1.077 	-0.000 	-0.334 	-0.000 	-2.563 	0.000 	-0.856 	-5.010 	-0.574 	-0.000 	0.178 	-0.000 	1.367 	0.000 	-0.856 	-2.010 	-0.574 	-0.000 	0.178 	-0.000 	1.367 	0.000 	
1.487 	1.089 	-3.510 	0.006 	-0.000 	0.031 	-0.000 	-0.038 	0.000 	-0.976 	-3.510 	1.056 	-0.000 	-0.495 	-0.000 	-2.485 	0.000 	-0.893 	-5.010 	-0.563 	-0.000 	0.264 	-0.000 	1.325 	0.000 	-0.893 	-2.010 	-0.563 	-0.000 	0.264 	-0.000 	1.325 	0.000 	
1.552 	1.090 	-3.510 	0.008 	-0.000 	0.028 	-0.000 	-0.051 	0.000 	-0.909 	-3.510 	1.024 	-0.000 	-0.648 	-0.000 	-2.367 	0.000 	-0.929 	-5.010 	-0.546 	-0.000 	0.345 	-0.000 	1.263 	0.000 	-0.929 	-2.010 	-0.546 	-0.000 	0.345 	-0.000 	1.263 	0.000 	
1.617 	1.091 	-3.510 	0.010 	-0.000 	0.024 	-0.000 	-0.062 	0.000 	-0.844 	-3.510 	0.982 	-0.000 	-0.791 	-0.000 	-2.211 	0.000 	-0.963 	-5.010 	-0.524 	-0.000 	0.422 	-0.000 	1.179 	0.000 	-0.963 	-2.010 	-0.524 	-0.000 	0.422 	-0.000 	1.179 	0.000 	
1.681 	1.091 	-3.510 	0.011 	-0.000 	0.019 	-0.000 	-0.073 	0.000 	-0.782 	-3.510 	0.931 	-0.000 	-0.921 	-0.000 	-2.015 	0.000 	-0.996 	-5.010 	-0.496 	-0.000 	0.491 	-0.000 	1.075 	0.000 	-0.996 	-2.010 	-0.496 	-0.000 	0.491 	-0.000 	1.075 	0.000 	
1.746 	1.092 	-3.510 	0.013 	-0.000 	0.014 	-0.000 	-0.082 	0.000 	-0.724 	-3.510 	0.871 	-0.000 	-1.036 	-0.000 	-1.781 	0.000 	-1.027 	-5.010 	-0.465 	-0.000 	0.553 	-0.000 	0.950 	0.000 	-1.027 	-2.010 	-0.465 	-0.000 	0.553 	-0.000 	0.950 	0.000 	
1.811 	1.093 	-3.510 	0.014 	-0.000 	0.008 	-0.000 	-0.089 	0.000 	-0.670 	-3.510 	0.804 	-0.000 	-1.134 	-0.000 	-1.507 	0.000 	-1.056 	-5.010 	-0.429 	-0.000 	0.605 	-0.000 	0.804 	0.000 	-1.056 	-2.010 	-0.429 	-0.000 	0.605 	-0.000 	0.804 	0.000 	
1.875 	1.094 	-3.510 	0.014 	-0.000 	0.002 	0.000 	-0.094 	0.000 	-0.620 	-3.510 	0.731 	-0.000 	-1.211 	0.000 	-1.194 	0.000 	-1.083 	-5.010 	-0.390 	-0.000 	0.646 	-0.000 	0.637 	0.000 	-1.083 	-2.010 	-0.390 	-0.000 	0.646 	-0.000 	0.637 	0.000 	
1.940 	1.095 	-3.510 	0.014 	-0.000 	-0.004 	0.000 	-0.097 	0.000 	-0.575 	-3.510 	0.652 	-0.000 	-1.265 	0.000 	-0.841 	0.000 	-1.107 	-5.010 	-0.348 	-0.000 	0.675 	0.000 	0.449 	0.000 	-1.107 	-2.010 	-0.348 	-0.000 	0.675 	0.000 	0.449 	0.000 	
2.005 	1.096 	-3.510 	0.014 	-0.000 	-0.010 	0.000 	-0.097 	0.000 	-0.536 	-3.510 	0.571 	-0.000 	-1.294 	0.000 	-0.450 	0.000 	-1.128 	-5.010 	-0.304 	-0.000 	0.690 	0.000 	0.240 	0.000 	-1.128 	-2.010 	-0.304 	-0.000 	0.690 	0.000 	0.240 	0.000 	
2.069 	1.096 	-3.510 	0.013 	-0.000 	-0.016 	0.000 	-0.093 	0.000 	-0.502 	-3.510 	0.487 	-0.000 	-1.296 	0.000 	-0.020 	0.000 	-1.146 	-5.010 	-0.260 	-0.000 	0.691 	0.000 	0.010 	0.000 	-1.146 	-2.010 	-0.260 	-0.000 	0.691 	0.000 	0.010 	0.000 	
2.134 	1.097 	-3.510 	0.012 	-0.000 	-0.022 	0.000 	-0.086 	0.000 	-0.473 	-3.510 	0.403 	-0.000 	-1.266 	0.000 	0.450 	0.000 	-1.161 	-5.010 	-0.215 	-0.000 	0.675 	0.000 	-0.240 	0.000 	-1.161 	-2.010 	-0.215 	-0.000 	0.675 	0.000 	-0.240 	0.000 	
2.199 	1.098 	-3.510 	0.011 	-0.000 	-0.027 	0.000 	-0.073 	0.000 	-0.449 	-3.510 	0.321 	-0.000 	-1.204 	0.000 	0.959 	0.000 	-1.174 	-5.010 	-0.171 	-0.000 	0.642 	0.000 	-0.511 	0.000 	-1.174 	-2.010 	-0.171 	-0.000 	0.642 	0.000 	-0.511 	0.000 	
2.263 	1.099 	-3.510 	0.009 	-0.000 	-0.030 	0.000 	-0.055 	0.000 	-0.431 	-3.510 	0.243 	-0.000 	-1.107 	0.000 	1.507 	0.000 	-1.183 	-5.010 	-0.130 	-0.000 	0.590 	0.000 	-0.804 	0.000 	-1.183 	-2.010 	-0.130 	-0.000 	0.590 	0.000 	-0.804 	0.000 	
2.328 	1.099 	-3.510 	0.007 	-0.000 	-0.032 	0.000 	-0.029 	-0.000 	-0.418 	-3.510 	0.172 	-0.000 	-0.972 	0.000 	2.094 	-0.000 	-1.191 	-5.010 	-0.092 	-0.000 	0.518 	0.000 	-1.117 	-0.000 	-1.191 	-2.010 	-0.092 	-0.000 	0.518 	0.000 	-1.117 	-0.000 	
2.392 	1.100 	-3.510 	0.005 	-0.000 	-0.032 	0.000 	0.007 	-0.000 	-0.409 	-3.510 	0.109 	-0.000 	-0.796 	0.000 	2.720 	-0.000 	-1.195 	-5.010 	-0.058 	-0.000 	0.424 	0.000 	-1.450 	-0.000 	-1.195 	-2.010 	-0.058 	-0.000 	0.424 	0.000 	-1.451 	-0.000 	
2.457 	1.100 	-3.510 	0.003 	-0.000 	-0.028 	0.000 	0.058 	-0.000 	-0.403 	-3.510 	0.058 	-0.000 	-0.577 	0.000 	3.385 	-0.000 	-1.198 	-5.010 	-0.031 	-0.000 	0.308 	0.000 	-1.805 	-0.000 	-1.198 	-2.010 	-0.031 	-0.000 	0.308 	0.000 	-1.805 	-0.000 	
2.522 	1.100 	-3.510 	0.001 	-0.000 	-0.019 	0.000 	0.137 	-0.000 	-0.401 	-3.510 	0.020 	-0.000 	-0.313 	0.000 	4.089 	-0.000 	-1.200 	-5.010 	-0.011 	-0.000 	0.167 	0.000 	-2.181 	-0.000 	-1.200 	-2.010 	-0.011 	-0.000 	0.167 	0.000 	-2.181 	-0.000 	
2.586 	1.100 	-3.510 	0.000 	0.000 	0.000 	0.000 	0.294 	-0.000 	-0.400 	-3.510 	-0.000 	-0.000 	0.000 	0.000 	4.833 	-0.000 	-1.200 	-5.010 	-0.000 	-0.000 	0.000 	0.000 	-2.578 	-0.000 	-1.200 	-2.010 	0.000 	0.000 	0.000 	0.000 	-2.578 	-0.000 	
