0.000 	1.000 	-1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.000 	-3.750 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-1.000 	-1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-1.000 	-3.750 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	
0.108 	1.000 	-1.000 	0.000 	0.000 	-0.321 	-0.277 	-2.961 	-2.559 	1.000 	-3.750 	0.000 	0.000 	-0.052 	0.093 	-0.479 	0.855 	-1.000 	-1.000 	0.000 	0.000 	0.096 	0.000 	0.889 	0.000 	-1.000 	-3.750 	0.000 	0.000 	0.096 	-0.130 	0.889 	-1.197 	
0.217 	0.998 	-1.002 	-0.035 	-0.030 	-0.567 	-0.507 	-2.274 	-2.119 	1.000 	-3.749 	-0.006 	0.010 	-0.096 	0.171 	-0.405 	0.723 	-0.999 	-1.000 	0.010 	0.000 	0.178 	0.000 	0.752 	0.000 	-0.999 	-3.751 	0.010 	-0.014 	0.178 	-0.239 	0.752 	-1.013 	
0.325 	0.991 	-1.008 	-0.096 	-0.085 	-0.745 	-0.692 	-1.640 	-1.705 	0.999 	-3.747 	-0.016 	0.029 	-0.132 	0.236 	-0.335 	0.599 	-0.997 	-1.000 	0.030 	0.000 	0.245 	0.000 	0.623 	0.000 	-0.997 	-3.754 	0.030 	-0.040 	0.245 	-0.330 	0.623 	-0.838 	
0.434 	0.976 	-1.021 	-0.177 	-0.160 	-0.860 	-0.835 	-1.061 	-1.318 	0.996 	-3.743 	-0.030 	0.054 	-0.161 	0.288 	-0.269 	0.481 	-0.993 	-1.000 	0.056 	0.000 	0.300 	0.000 	0.500 	0.000 	-0.993 	-3.760 	0.056 	-0.076 	0.300 	-0.403 	0.500 	-0.673 	
0.542 	0.952 	-1.043 	-0.270 	-0.251 	-0.918 	-0.938 	-0.534 	-0.957 	0.992 	-3.735 	-0.048 	0.085 	-0.184 	0.328 	-0.207 	0.370 	-0.985 	-1.000 	0.089 	0.000 	0.341 	0.000 	0.385 	0.000 	-0.985 	-3.771 	0.089 	-0.120 	0.341 	-0.460 	0.385 	-0.518 	
0.650 	0.917 	-1.076 	-0.370 	-0.352 	-0.925 	-1.006 	-0.062 	-0.623 	0.985 	-3.724 	-0.068 	0.121 	-0.200 	0.357 	-0.149 	0.266 	-0.973 	-1.000 	0.126 	0.000 	0.371 	0.000 	0.277 	-0.000 	-0.973 	-3.786 	0.126 	-0.169 	0.371 	-0.500 	0.277 	-0.373 	
0.759 	0.872 	-1.120 	-0.470 	-0.461 	-0.886 	-1.040 	0.358 	-0.316 	0.977 	-3.709 	-0.089 	0.160 	-0.210 	0.376 	-0.095 	0.170 	-0.957 	-1.000 	0.166 	0.000 	0.391 	0.000 	0.176 	-0.000 	-0.957 	-3.808 	0.166 	-0.224 	0.391 	-0.526 	0.176 	-0.237 	
0.867 	0.816 	-1.176 	-0.566 	-0.574 	-0.808 	-1.044 	0.723 	-0.036 	0.966 	-3.689 	-0.112 	0.200 	-0.215 	0.384 	-0.044 	0.080 	-0.937 	-1.000 	0.208 	0.000 	0.400 	0.000 	0.083 	-0.000 	-0.937 	-3.835 	0.208 	-0.281 	0.400 	-0.538 	0.083 	-0.111 	
0.976 	0.749 	-1.245 	-0.654 	-0.687 	-0.695 	-1.021 	1.035 	0.218 	0.953 	-3.665 	-0.136 	0.242 	-0.215 	0.384 	0.002 	-0.003 	-0.912 	-1.000 	0.252 	0.000 	0.399 	0.000 	-0.004 	-0.000 	-0.912 	-3.868 	0.252 	-0.339 	0.399 	-0.537 	-0.004 	0.005 	
1.084 	0.674 	-1.325 	-0.729 	-0.798 	-0.555 	-0.972 	1.294 	0.445 	0.937 	-3.637 	-0.159 	0.284 	-0.210 	0.375 	0.045 	-0.080 	-0.882 	-1.000 	0.295 	0.000 	0.390 	0.000 	-0.083 	-0.000 	-0.882 	-3.908 	0.295 	-0.397 	0.390 	-0.525 	-0.083 	0.111 	
1.192 	0.592 	-1.417 	-0.789 	-0.903 	-0.393 	-0.902 	1.499 	0.645 	0.918 	-3.604 	-0.182 	0.324 	-0.201 	0.359 	0.084 	-0.149 	-0.848 	-1.000 	0.337 	0.000 	0.373 	0.000 	-0.155 	-0.000 	-0.848 	-3.954 	0.337 	-0.454 	0.373 	-0.503 	-0.155 	0.208 	
1.301 	0.504 	-1.521 	-0.832 	-1.001 	-0.214 	-0.814 	1.650 	0.819 	0.897 	-3.567 	-0.203 	0.363 	-0.188 	0.336 	0.118 	-0.211 	-0.809 	-1.000 	0.378 	0.000 	0.350 	-0.000 	-0.220 	-0.000 	-0.809 	-4.007 	0.378 	-0.509 	0.350 	-0.471 	-0.220 	0.296 	
1.409 	0.413 	-1.634 	-0.855 	-1.089 	-0.024 	-0.709 	1.748 	0.966 	0.874 	-3.525 	-0.224 	0.400 	-0.172 	0.307 	0.149 	-0.266 	-0.766 	-1.000 	0.416 	0.000 	0.320 	-0.000 	-0.277 	-0.000 	-0.766 	-4.065 	0.416 	-0.560 	0.320 	-0.430 	-0.277 	0.373 	
1.518 	0.320 	-1.756 	-0.858 	-1.166 	0.170 	-0.591 	1.792 	1.087 	0.849 	-3.480 	-0.243 	0.433 	-0.153 	0.273 	0.176 	-0.315 	-0.719 	-1.000 	0.450 	0.000 	0.284 	-0.000 	-0.328 	-0.000 	-0.719 	-4.128 	0.450 	-0.606 	0.284 	-0.382 	-0.328 	0.441 	
1.626 	0.228 	-1.886 	-0.839 	-1.230 	0.363 	-0.463 	1.783 	1.181 	0.822 	-3.432 	-0.259 	0.463 	-0.131 	0.234 	0.200 	-0.356 	-0.669 	-1.000 	0.481 	0.000 	0.244 	-0.000 	-0.371 	-0.000 	-0.669 	-4.196 	0.481 	-0.648 	0.244 	-0.328 	-0.371 	0.499 	
1.734 	0.139 	-2.022 	-0.800 	-1.280 	0.550 	-0.328 	1.720 	1.248 	0.793 	-3.380 	-0.273 	0.488 	-0.107 	0.192 	0.219 	-0.391 	-0.615 	-1.000 	0.508 	0.000 	0.200 	-0.000 	-0.407 	-0.000 	-0.615 	-4.268 	0.508 	-0.683 	0.200 	-0.269 	-0.407 	0.547 	
1.843 	0.056 	-2.163 	-0.740 	-1.316 	0.723 	-0.188 	1.604 	1.288 	0.763 	-3.326 	-0.285 	0.509 	-0.082 	0.147 	0.235 	-0.419 	-0.559 	-1.000 	0.529 	0.000 	0.153 	-0.000 	-0.435 	-0.000 	-0.559 	-4.343 	0.529 	-0.712 	0.153 	-0.205 	-0.435 	0.586 	
1.951 	-0.020 	-2.307 	-0.662 	-1.336 	0.879 	-0.047 	1.434 	1.302 	0.731 	-3.270 	-0.294 	0.525 	-0.055 	0.099 	0.246 	-0.439 	-0.501 	-1.000 	0.546 	0.000 	0.103 	-0.000 	-0.457 	-0.000 	-0.501 	-4.422 	0.546 	-0.735 	0.103 	-0.139 	-0.457 	0.615 	
2.060 	-0.087 	-2.452 	-0.567 	-1.341 	1.010 	0.093 	1.210 	1.289 	0.699 	-3.213 	-0.300 	0.535 	-0.028 	0.050 	0.254 	-0.453 	-0.441 	-1.000 	0.557 	0.000 	0.052 	-0.000 	-0.471 	-0.000 	-0.441 	-4.502 	0.557 	-0.750 	0.052 	-0.070 	-0.471 	0.635 	
2.168 	-0.142 	-2.597 	-0.457 	-1.331 	1.111 	0.228 	0.933 	1.249 	0.666 	-3.154 	-0.303 	0.541 	0.000 	-0.000 	0.258 	-0.460 	-0.380 	-1.000 	0.562 	0.000 	0.000 	-0.000 	-0.479 	-0.000 	-0.380 	-4.584 	0.562 	-0.757 	0.000 	-0.000 	-0.479 	0.644 	
2.276 	-0.185 	-2.740 	-0.337 	-1.307 	1.176 	0.356 	0.602 	1.183 	0.634 	-3.096 	-0.303 	0.541 	0.028 	-0.050 	0.258 	-0.460 	-0.320 	-1.000 	0.562 	0.000 	-0.052 	-0.000 	-0.479 	-0.000 	-0.320 	-4.666 	0.562 	-0.757 	-0.052 	0.070 	-0.479 	0.644 	
2.385 	-0.215 	-2.879 	-0.209 	-1.268 	1.200 	0.475 	0.218 	1.090 	0.601 	-3.037 	-0.300 	0.535 	0.056 	-0.099 	0.254 	-0.453 	-0.259 	-1.000 	0.557 	-0.000 	-0.103 	-0.000 	-0.471 	0.000 	-0.259 	-4.748 	0.557 	-0.750 	-0.103 	0.139 	-0.471 	0.635 	
2.493 	-0.231 	-3.014 	-0.079 	-1.217 	1.176 	0.580 	-0.220 	0.970 	0.569 	-2.980 	-0.294 	0.525 	0.082 	-0.147 	0.246 	-0.439 	-0.199 	-1.000 	0.546 	-0.000 	-0.153 	-0.000 	-0.457 	0.000 	-0.199 	-4.828 	0.546 	-0.735 	-0.153 	0.205 	-0.457 	0.615 	
2.602 	-0.232 	-3.142 	0.048 	-1.154 	1.102 	0.669 	-0.687 	0.825 	0.537 	-2.924 	-0.285 	0.509 	0.108 	-0.192 	0.234 	-0.419 	-0.141 	-1.000 	0.529 	-0.000 	-0.200 	-0.000 	-0.435 	0.000 	-0.141 	-4.907 	0.529 	-0.712 	-0.200 	0.269 	-0.435 	0.586 	
